@relation dataset_001_2000_inst_uniq_14_class

@attribute esfera {municipal,estadual,federal}
@attribute vagas_nivel_fundamental {1,0}
@attribute vagas_nivel_medio {1,0}
@attribute vagas_nivel_superior {1,0}
@attribute vagas_ciencias_exatas_terra {1,0}
@attribute vagas_ciencias_biologicas {1,0}
@attribute vagas_engenharias {1,0}
@attribute vagas_ciencias_saude {1,0}
@attribute vagas_ciencias_agrarias {1,0}
@attribute vagas_ciencias_sociais {1,0}
@attribute vagas_ciencias_humanas {1,0}
@attribute vagas_lingui_letras_artes {1,0}
@attribute outros {1,0}
@attribute has_isencao {1,0}
@attribute has_reserva_deficiente {1,0}
@attribute has_reserva_pnp {1,0}
@attribute tipo_processo_avaliativo {curso_tecnico,residencia,pos_graduacao,graduacao,proficiencia,concurso_publico,reopcao}
@attribute taxa_inscricao numeric
@attribute varios_locais_prova {1,0}
@attribute tipo_cobranca {gru_cobranca,gru_simples}
@attribute reserva_grupos_l {1,0}
@attribute nota_titulos {1,0}
@attribute analise_curricular {1,0}
@attribute has_redacao {1,0}
@attribute has_reserva_servidores {1,0}
@attribute class {faixa_10,faixa_100,faixa_500,faixa_1000,faixa_1700,faixa_2500,faixa_3500,faixa_5000,faixa_7000,faixa_10000,faixa_15000,faixa_20000,faixa_25000,faixa_30000}

@data
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.513018,0,gru_cobranca,0,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.339995,0,gru_simples,1,0,0,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.177929,0,gru_simples,1,0,0,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,1,0,gru_cobranca,0,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,1,0,gru_cobranca,0,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.662905,0,gru_cobranca,0,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.570656,0,gru_simples,1,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.522812,0,gru_cobranca,0,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.85871,0,gru_simples,1,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.539135,0,gru_simples,1,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.942849,0,gru_cobranca,0,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.755855,0,gru_simples,1,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.970833,0,gru_cobranca,0,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.369432,0,gru_simples,1,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.581453,0,gru_cobranca,0,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.562296,0,gru_simples,1,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.502411,0,gru_simples,1,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.910614,0,gru_cobranca,0,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.901855,0,gru_cobranca,0,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.933945,0,gru_cobranca,0,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.716001,0,gru_simples,1,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.520817,0,gru_cobranca,0,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.999039,0,gru_simples,1,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.560138,0,gru_simples,1,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.621665,0,gru_cobranca,0,0,1,0,0,faixa_10
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,residencia,0.945103,0,gru_simples,1,0,1,0,0,faixa_10
federal,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,concurso_publico,0.394322,0,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,residencia,0.5047,1,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,concurso_publico,0.174638,0,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,concurso_publico,0.197302,1,gru_cobranca,0,0,0,0,0,faixa_1700
municipal,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,concurso_publico,0.391128,0,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,concurso_publico,0.746279,1,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,graduacao,0.1667,0,gru_cobranca,0,0,0,0,0,faixa_1700
municipal,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,concurso_publico,0.286247,0,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,residencia,0.92874,1,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,graduacao,0.1667,0,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,residencia,0.35836,1,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,residencia,0.446718,0,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,residencia,0.788441,1,gru_cobranca,0,0,0,0,0,faixa_1700
municipal,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,concurso_publico,0.294314,0,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,graduacao,0.211881,0,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,residencia,0.372899,0,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,residencia,0.585303,1,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,concurso_publico,0.324391,0,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,concurso_publico,0.318736,1,gru_cobranca,0,0,0,0,0,faixa_1700
municipal,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,concurso_publico,0.204746,0,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,concurso_publico,0.789652,1,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,graduacao,0.1667,0,gru_cobranca,0,0,0,0,0,faixa_1700
municipal,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,concurso_publico,0.184928,0,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,residencia,0.987289,1,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,graduacao,0.1667,0,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,residencia,0.694225,1,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,residencia,0.735244,1,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,residencia,0.590528,1,gru_cobranca,0,0,0,0,0,faixa_1700
municipal,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,concurso_publico,0.340655,0,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,graduacao,0.22581,0,gru_cobranca,0,0,0,0,0,faixa_1700
federal,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,pos_graduacao,0.764342,0,gru_cobranca,0,0,0,0,0,faixa_500
federal,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,concurso_publico,0.141541,0,gru_cobranca,0,0,0,0,0,faixa_500
federal,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,proficiencia,0.281139,0,gru_cobranca,0,0,0,0,1,faixa_500
federal,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,curso_tecnico,0.162532,0,gru_simples,1,0,0,0,0,faixa_500
federal,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,curso_tecnico,0.085586,0,gru_simples,1,0,0,0,0,faixa_500
federal,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,pos_graduacao,0.588694,0,gru_cobranca,0,0,0,0,1,faixa_500
federal,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,pos_graduacao,0.9722,0,gru_cobranca,0,0,0,0,1,faixa_500
federal,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,concurso_publico,0.199344,0,gru_simples,0,0,0,0,0,faixa_500
federal,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,curso_tecnico,0,0,gru_simples,1,0,0,0,0,faixa_500
federal,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,concurso_publico,0.098639,0,gru_simples,0,0,0,0,0,faixa_500
federal,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,pos_graduacao,0.58922,0,gru_cobranca,0,0,0,0,0,faixa_500
federal,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,pos_graduacao,0.407676,0,gru_cobranca,0,0,0,0,0,faixa_500
federal,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,pos_graduacao,0.712664,0,gru_cobranca,0,0,0,0,0,faixa_500
federal,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,pos_graduacao,0.68213,0,gru_cobranca,0,0,0,0,1,faixa_500
federal,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,proficiencia,0.517701,0,gru_cobranca,0,0,0,0,1,faixa_500
federal,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,curso_tecnico,0.166379,0,gru_simples,1,0,0,0,0,faixa_500
federal,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,pos_graduacao,0.54905,0,gru_cobranca,0,0,0,0,1,faixa_500
federal,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,pos_graduacao,0.618987,0,gru_cobranca,0,0,0,0,0,faixa_500
federal,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,pos_graduacao,0.2778,0,gru_cobranca,0,0,0,0,1,faixa_500
federal,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,curso_tecnico,0.144929,0,gru_simples,1,0,0,0,0,faixa_500
federal,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,curso_tecnico,0.066413,0,gru_simples,1,0,0,0,0,faixa_500
federal,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,pos_graduacao,0.519999,0,gru_cobranca,0,0,0,0,1,faixa_500
federal,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,pos_graduacao,0.899304,0,gru_cobranca,0,0,0,0,1,faixa_500
federal,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,curso_tecnico,0.172927,0,gru_simples,1,0,0,0,0,faixa_500
federal,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,curso_tecnico,0.114074,0,gru_simples,1,0,0,0,0,faixa_500
federal,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,curso_tecnico,0.108303,0,gru_simples,1,0,0,0,0,faixa_500
federal,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,proficiencia,0.279403,0,gru_cobranca,0,0,0,0,1,faixa_500
federal,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,pos_graduacao,0.481587,0,gru_cobranca,0,0,0,0,1,faixa_500
federal,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,pos_graduacao,0.84785,0,gru_cobranca,0,0,0,0,0,faixa_500
federal,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,pos_graduacao,0.492923,0,gru_cobranca,0,0,0,0,1,faixa_500
federal,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,pos_graduacao,0.913111,0,gru_cobranca,0,0,0,0,1,faixa_500
federal,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,curso_tecnico,0.032196,0,gru_simples,1,0,0,0,0,faixa_500
federal,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,concurso_publico,0.097191,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,concurso_publico,0.238565,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,concurso_publico,0.388885,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,concurso_publico,0.278836,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,concurso_publico,0.354184,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,concurso_publico,0.385493,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,concurso_publico,0.382441,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,concurso_publico,0.257436,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,concurso_publico,0.146083,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,concurso_publico,0.294226,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,concurso_publico,0.380496,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,concurso_publico,0.294134,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,concurso_publico,0.305528,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,concurso_publico,0.320098,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,concurso_publico,0.352278,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,concurso_publico,0.310995,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,concurso_publico,0.235775,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,concurso_publico,0.279602,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,concurso_publico,0.346356,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,concurso_publico,0.325571,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,concurso_publico,0.355159,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,concurso_publico,0.316211,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,concurso_publico,0.377767,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,concurso_publico,0.1198,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,concurso_publico,0.126845,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,concurso_publico,0.263754,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,concurso_publico,0.337807,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,concurso_publico,0.327192,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,concurso_publico,0.332582,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,concurso_publico,0.347946,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,concurso_publico,0.387497,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,concurso_publico,0.323697,0,gru_cobranca,0,0,0,0,0,faixa_10000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.158194,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.335811,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.166693,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.314456,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.255182,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.375835,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.166377,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.163134,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.242424,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.263427,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.16573,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.164911,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.233709,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.222795,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.164538,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.355705,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.16138,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.309981,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.165481,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.263439,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.284947,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.314386,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.166334,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.165556,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.251468,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.263197,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.176148,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.165747,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.172514,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.257428,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.165512,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,concurso_publico,0.423277,1,gru_simples,0,0,0,0,0,faixa_15000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.363982,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.377862,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.425852,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.381171,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.379614,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.381507,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.424349,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.377838,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.36828,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.380228,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.413736,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.377925,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.391868,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.378738,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.390264,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.381217,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.369107,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.37866,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.409777,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.380126,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.378407,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.380796,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.423959,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.378462,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.367492,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.380202,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.401283,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.377992,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.421767,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.378198,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.382821,0,gru_cobranca,0,0,0,0,0,faixa_25000
federal,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,concurso_publico,0.380394,0,gru_cobranca,0,0,0,0,0,faixa_25000
estadual,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,concurso_publico,0.417723,1,gru_cobranca,0,0,0,1,0,faixa_30000
estadual,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,concurso_publico,0.536549,1,gru_cobranca,0,0,0,1,0,faixa_30000
estadual,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,concurso_publico,0.388936,1,gru_cobranca,0,0,0,1,0,faixa_30000
estadual,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,concurso_publico,0.529264,1,gru_cobranca,0,0,0,1,0,faixa_30000
estadual,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,concurso_publico,0.469893,1,gru_cobranca,0,0,0,1,0,faixa_30000
